Presbytery,Church,Phone,Website,Email,Pastor,Review Date,Elders on Website? (Y/N),Deacons on Website? (Y/N),Other Staff on Website? (Y/N),Shepherdesses? (Y/N),Deaconesses? (Y/N),Website Status
Covenant,Maple Drive Presbyterian Church,662-488-0401,mapledrivepca.org,mapledrivepc@bellsouth.net,Rev. Craig Daniel Jones,09-26-25,Y,N,N,N,,Functional
Covenant,Marks Presbyterian Church,662-326-7227,www.markspres.org,-,-,09-26-25,N,N,N,,,Functional
Covenant,Redeemer Church in Saltillo,662-205-6920,https://www.rpcsaltillo.com,redeemersaltillo@duck.com,Rev. Phillip D. Reynolds,09-26-25,Y,N,Y,N,,Functional
Covenant,Redeemer Presbyterian Church,901-721-8057,www.redeemermemphis.org,churchoffice@redeemermemphis.org,Rev. Matt Howell,09-26-25,Y,N,Y,N,,Functional
Covenant,Riveroaks Reformed Presbyterian Church,901-755-7772,www.RiveroaksPCA.org,office@riveroakspca.org,Rev. J. Thomas Lee Jr.,09-26-25,Y,N,Y,N,,Functional
Covenant,Sardis Presbyterian Church,-,-,-,-,N/A,,,,,,No Website
Covenant,Spout Springs Presbyterian Church,662-837-4375,-,pastorbc@icloud.com,Rev. Bradford Chandler,N/A,,,,,,No Website
Covenant,Trinity Church PCA,901-446-8244,www.trinity901.com,questions@trinity901.com,Dr. Hunter Townsend Brewer,09-26-25,Y,N,Y,N,,Functional
Covenant,Trinity Fellowship Church,501-834-0907,www.trinityfellowshippca.org,office@trinityfellowshippca.org,Rev. Brad John DeVries,09-26-25,Y,N,N,N,,Functional
Covenant,Trinity Presbyterian Church,662-872-3212,www.tpccorinth.org,tpccorinth@gmail.com,Rev. John Windham,09-26-25,Y,N,N,N,,Functional
Covenant,Westminster Presbyterian Church,662-453-7608,www.wpcgreenwood.org,info@wpcgreenwood.org,-,09-26-25,Y,N,Y,N,,Functional
Eastern Canada,Bedford Presbyterian Church,902-835-0840,www.bedfordpca.org,billradford2@gmail.com,Rev. William D Radford,09-26-25,Y,Y,N,N,N,Functional
Eastern Canada,Christ Church Halifax,902-579-7039,https://www.christchurchhalifax.ca,mike@christchurchhalifax.ca,Rev. Michael Chhangur,09-26-25,Y,N,Y,N,,Functional
Eastern Canada,Christ Church Toronto,416-880-0506,www.christchurchtoronto.ca,kyle@christchurchtoronto.ca,Rev. Kyle Hackmann,09-26-25,Y,Y,Y,Y,N,Functional
Eastern Canada,Covenant Reformed Presbyterian Church,-,-,-,-,N/A,,,,,,No Website
Eastern Canada,Douglastown Community Church,506-773-9624,www.douglastownchurch.ca,douglastownchurch@gmail.com,Rev. Joash Schumpelt,09-26-25,Y,N,N,N,,Functional
Eastern Canada,Grace Gatineau Mission Church,613-276-7667,gracegatineau.ca,frank@gracegatineau.ca,Rev. Kenneth Franklin Garcia,09-26-25,Y,N,N,N,,Functional
Eastern Canada,Grace Toronto Church,416-860-0895,www.gracetoronto.ca,office@gracetoronto.ca,Rev. Daniel MacDonald,09-26-25,Y,Y,Y,N,Y,Functional
Eastern Canada,Grace Toronto Japanese Mission,905-962-3986,gracetorontojapanesechurch.com/,gracetorontojapanesechurch@gmail.com,Rev. John J.H. Lee,09-26-25,Y,N,N,N,,Functional
Eastern Canada,Grace Valley Church,289-858-1577,www.gracevalleychurch.ca/,office@gracevalleychurch.ca,Rev. Paul Martin Vanden Brink,09-26-25,Y,Y,Y,N,N,Functional
Eastern Canada,Harbour Light Church PCA,902-539-4284,www.harbourlightpca.ca,pastorharbourlight@gmail.com,-,09-26-25,N,N,N,,,Functional
Eastern Canada,KW Redeemer,519-279-6834,kwredeemer.com,info@kwredeemer.com,Rev. Paul Michael Dunk,09-26-25,Y,N,Y,N,,Functional
Eastern Canada,New City Church,888-908-6293,www.newcityhamilton.com,office@newcityhamilton.com,Rev. Moses Dong Seung Lee,09-26-25,Y,N,Y,N,,Functional
Eastern Canada,New City Church Newmarket,289-264-3866,www.newcitynewmarket.ca,info@newcitynewmarket.ca,Rev. Albert Kooy,09-26-25,Y,Y,Y,N,N,Functional
Eastern Canada,Providence Community Church,289-273-2477,www.providencecommunitychurch.ca/,providenceniagara@gmail.com,Rev. James Quadrizius,09-26-25,Y,N,N,N,,Functional
Eastern Canada,Resurrection Church,613-402-0079,www.resurrectionchurch.ca/,jben.jolliffe@gmail.com,Rev. Ben Jolliffe,09-26-25,Y,N,Y,N,,Functional
Eastern Canada,Sojourn Community Church,-,sojournlife.ca/,phil@sojournlife.ca,Rev. Philip Emile Tadros,09-26-25,Y,N,Y,N,,Functional
Eastern Canada,Sovereign Grace Presbyterian Church,902-756-2203,-,edwinmary.ross@seasidehighspeed.com,-,N/A,,,,,,No Website
Eastern Canada,The Vine Presbyterian Church,647-216-8535,www.gracewest.to/,office@gracewest.to,Rev. Kiernan Stringer,09-26-25,Y,N,Y,N,,Functional
Eastern Carolina,Calvary Presbyterian Church,919-781-9015,www.calvarypca.org,office@calvarypca.org,Rev. Nathanael James Wilks,09-24-25,Y,N,Y,N,N,Functional
Eastern Carolina,Christ Central Church Durham,919-908-7787,christcentraldurham.com,info@christcentraldurham.com,Rev. Daniel Mason,09-24-25,Y,Y,Y,Y,N,Functional
Eastern Carolina,Christ Church,919-333-9514,www.christchurchclayton.org,john@christchurchclayton.org,Rev. John A. Musgrave,09-24-25,Y,N,N,N,N,Functional
Eastern Carolina,Christ Church Dunn,910-292-9598,christchurchdunn.com,tim@christchurchdunn.com,Rev. Timothy Inman,09-24-25,N,N,N,N,N,Functional
Eastern Carolina,Christ Community Church,919-636-5258,www.cccpca.org,byron@cccpca.org,Rev. Byron Jay Peters,09-24-25,Y,N,Y,N,N,Functional
Eastern Carolina,Christ Our Hope Church,-,www.christourhopechurch.com,office@christourhopechurch.com,Rev. B. Gabriel Sylvia Jr.,09-24-25,Y,N,Y,Y,N,Functional
Eastern Carolina,Christ Presbyterian Church,252-355-9632,www.christpres.com,office@christpres.com,Rev. David Osborne,09-24-25,Y,N,Y,N,N,Functional
Eastern Carolina,Christ the King Church,910-742-0926,www.ctkwilmington.org,ctk@ctkwilmington.org,-,09-24-25,Y,Y,Y,N,N,Functional
Eastern Carolina,Christ The King Presbyterian Church,919-546-0515,ctkraleigh.org,office@ctkraleigh.org,Rev. Geoffrey T. Bradford,09-24-25,Y,Y,Y,Y,Y,Functional
Eastern Carolina,Church of the Good Shepherd,919-490-1634,www.cgsonline.org,hello@cgsonline.org,Rev. Simon Hardesty Stokes,09-24-25,Y,Y,Y,N,N,Functional
Eastern Carolina,Downtown Presbyterian at Azalea Station,919-561-1955,downtownpresilm.org,jay@downtownpresilm.org,Rev. Jay Denton,09-24-25,N,N,Y,N,N,Functional
Eastern Carolina,Grace Presbyterian Church,-,www.gracefv.com/,gracepcafv@gmail.com,Rev. Kevin Efflandt,09-24-25,Y,Y,Y,N,N,Functional
Eastern Carolina,Harvest Presbyterian Church,910-353-9888,www.harvestpres.com,harvest@harvestpres.com,Rev. Jason Petterson,09-24-25,N,N,N,N,N,Functional
Eastern Carolina,Midtown Community Church,919-601-3903,www.midtown-church.org,admin@midtown-church.org,Rev. Lindsey T. Williams,09-24-25,Y,Y,Y,Y,N,Functional
Eastern Carolina,Pamlico Presbyterian Church,252-772-5430,pamlicopresbyterianchurch.blogspot.com/,adamchristiansen@gmail.com,Rev. Adam Christiansen,09-24-25,N,N,N,N,N,Functional
Eastern Carolina,Peace Presbyterian Church,919-467-5977,www.peacepca.org,secretary@peacepca.org,"Rev. Christopher ""Chris"" Florence",09-24-25,Y,Y,Y,N,N,Functional
Eastern Carolina,Progressive Presbyterian Church,919-936-2007,progressivepresbyterianchurchprinceton.weebly.com,-,Rev. Shawn Willis,09-24-25,N,N,N,N,N,Functional
Eastern Carolina,Reconciliation Church,919-576-9605,www.reconciliationrdu.com,info@reconciliationrdu.org,Rev. Russell McCutcheon,09-24-25,Y,N,Y,N,N,Functional
Eastern Carolina,Redeemer Presbyterian Church,919-518-2370,www.redeemerpca.com,office@redeemerpca.net,Rev. Dan S. Seale,09-24-25,Y,Y,Y,Y,N,Functional
Eastern Carolina,Resurrection Life Church,919-482-2382,reslifenc.org/,connect@reslifenc.org,Rev. Mark Knetsch,09-24-25,Y,N,Y,N,N,Functional
Eastern Carolina,Trinity Park Church,919-439-3718,trinityparkchurch.org,corey@trinityparkchurch.org,Rev. Adam Corey Jackson,09-24-25,Y,Y,Y,Y,N,Functional
Eastern Carolina,Village Chapel Presbyterian Church,252-671-7012,villagechapelpcanewbern.org,evans.norm50@gmail.com,Rev. R. Norman Evans,09-24-25,Y,Y,Y,N,N,Functional
Eastern Carolina,Wayside Presbyterian Church,252-495-6216,waysidepca.org,WaysidePCA@proton.me,Rev. Jan Gerard Dykshoorn,09-24-25,Y,N,N,N,N,Functional
Eastern Carolina,Wilson Presbyterian Church,252-399-9501,wilsonpca.com,Reformer@wilsonpca.com,Rev. William Andrew Raynor,09-24-25,N,N,N,N,N,Functional
Eastern Pennsylvania,Bridge Community Church,610-357-3491,bridgeeaston.org,tim.gorbey@gmail.com,Rev. Timothy Gorbey,09-25-25,N,N,Y,,,Functional
Eastern Pennsylvania,Calvary Presbyterian Church,215-659-0554,www.calvary-wg.org,mail@calvary-wg.org,Rev. Angel Gomez,09-25-25,Y,Y,Y,N,Y,Functional
Eastern Pennsylvania,Christ Covenant Presbyterian Church,267-450-5902,www.ccpc-pca.com,markherzer@gmail.com,Rev. Mark A. Herzer,09-25-25,Y,Y,Y,N,N,Functional
Eastern Pennsylvania,Christ the King Presbyterian Church,215-650-0554,-,diogo@ctkphiladelphia.org,Rev. Diogo Inawashiro,N/A,,,,,,No Website
Eastern Pennsylvania,Church Without Walls Mission,215-784-9194,-,cww.biis@juno.com,Rev. Dr. Anees Zaka Siha,N/A,,,,,,No Website
Eastern Pennsylvania,Cornerstone Presbyterian Church,610-282-5683,cornerstonepres.org,office@cornerstonepres.org,Rev. Daniel Ledford,09-25-25,Y,Y,Y,N,N,Functional
Eastern Pennsylvania,Cornerstone Presbyterian Church,-,www.cornerstone-pc.com,admin@cornerstone-pc.com,-,09-25-25,Y,Y,Y,N,N,Functional
Eastern Pennsylvania,Covenant Presbyterian Church,267-880-3713,www.covenantdoylestown.org,office@covenantdoylestown.org,Rev. Steven J. Huber,09-25-25,Y,N,Y,N,,Functional
Eastern Pennsylvania,Faith Presbyterian Church,267-399-4077,www.faithprez.org,jgrisham@faithprez.org,Rev. Ryan Douglas Diehl,09-25-25,Y,Y,Y,N,N,Functional
Eastern Pennsylvania,Gracepoint Church,215-326-9155,www.graceptchurch.org,graceptchurch@gmail.com,-,09-25-25,Y,N,Y,N,,Functional
Eastern Pennsylvania,Gracepoint North Church,323-524-8724,www.gracepointnorth.org,gracepointnorth@gmail.com,Rev. Daevid Yoon,09-25-25,Y,N,Y,Y,,Functional
Eastern Pennsylvania,Hope Church,570-451-7460,www.hopenepa.org,pastor@hopenepa.org,Rev. Taylor Anthony Bradley,09-25-25,Y,Y,Y,N,N,Functional
Eastern Pennsylvania,Hope MontCo,484-681-2829,hopemontco.org,admin@hopemontco.org,-,09-25-25,N,N,Y,N,N,Functional
Eastern Pennsylvania,Lansdale Presbyterian Church,215-368-1119,www.lansdalepres.org,lansdalepres@lansdalepres.org,Rev. Chris Kennedy,09-25-25,N,N,Y,,,Functional
Eastern Pennsylvania,Lehigh Valley Presbyterian Church,267-831-7004,www.lvpca.org,info@lvpca.org,Rev. Matt Franchetti,09-25-25,Y,Y,N,N,N,Functional
Eastern Pennsylvania,New Life Presbyterian Church,215-641-1100,www.newlifedresher.org,newlife@newlifedresher.org,Rev. Anthony Gammage,09-25-25,Y,Y,Y,N,Y,Functional
Eastern Pennsylvania,Providence Presbyterian Church,215-536-2881,www.providence-pca.org,info@providence-pca.org,Rev. Mark J. Fodale,09-25-25,Y,Y,Y,N,N,Functional
Eastern Pennsylvania,West Valley Presbyterian Church,610-421-8066,www.westvalleypres.org,office@westvalleypres.org,Rev. Mark Howard,09-25-25,Y,Y,Y,N,N,Functional
Evangel,Altadena Valley Presbyterian Church,205-967-0680,www.avpc.org,info@avpc.org,Rev. J. Kyle Parker,09-26-25,N,N,Y,,,Functional
Evangel,Briarwood Presbyterian Church,205-776-5200,briarwood.org,info@briarwood.org,Dr. Scott Redd,09-26-25,N,N,Y,,,Functional
Evangel,Cahaba Park Church PCA,205-870-1886,www.cahabapark.org,info@cahabapark.org,-,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Christ Church PCA,205-655-3533,www.christchurchpca.net,info@christchurchpca.net,Rev. Jeremy Byrd,09-26-25,N,N,Y,,,Functional
Evangel,Christ Community Church,205-881-4222,christcommunity.net,info@cccbham.org,Rev. Phil Chambers,09-26-25,N,N,Y,,,Functional
Evangel,Christ Community Church,205-202-0742,www.christcommunityspringville.com,info@christcommunityspringville.com,Rev. Rick Hutchinson,09-26-25,Y,N,N,N,,Functional
Evangel,Christ Presbyterian Church (Mission),662-328-2523,www.mainstreetpres.org/christ-presbyterian-church,christpreschurch24@gmail.com,-,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Church of the Way,205-645-5217,www.pleasantgrovepca.org,pgpres@att.net,Rev. Jim Maples,09-26-25,N,N,N,,,Functional
Evangel,Community Presbyterian Church,205-640-5698,www.CommunityPCA.net,office@communitypca.net,Rev. Robert W. Grames III,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Covenant Presbyterian Church,205-871-7002,www.covpres.com,sloyless@covpres.com,Rev. Robert Holt,09-26-25,N,N,Y,,,Functional
Evangel,Cross Creek Church,205-434-3138,www.crosscreekchurch.net,info@crosscreekchurch.net,Rev. Christopher Morgan Peters,09-26-25,N,N,Y,,,Functional
Evangel,Evangel Church PCA,205-664-0889,www.evangelchurchpca.org,agoodsell@evangelchurchpca.org,Rev. David Maginnis,09-26-25,N,N,Y,,,Functional
Evangel,Evangel Presbyterian Church (MIssion),205-681-4101,www.blountpca.org,covertops1@mac.com,-,09-26-25,N,N,N,,,Functional
Evangel,Faith Presbyterian Church,205-991-5430,www.faith-pca.org,office@faith-pca.org,Rev. Jason Sterling,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Faith Presbyterian Church,256-238-8721,www.faithanniston.org,faithpcaanniston@gmail.com,Rev. Grant Carroll,09-26-25,Y,Y,Y,N,N,Functional
Evangel,First Presbyterian Church of Jasper,205-384-3994,-,firstpres_jasper@bellsouth.net,Rev. Scott Pierce,N/A,,,,,,No Website
Evangel,Grace on Main PCA,205-678-2663,www.graceonmainpca.org,info@graceonmainpca.org,Rev. Burt H. Boykin Jr.,09-26-25,Y,Y,N,N,N,Functional
Evangel,Harvest Community Church,205-853-5033,www.harvestcpc.org,harvestcpc@aol.com,Rev. Michael L. Jones,N/A,,,,,,Broken
Evangel,Homewood Community Church,-,homewoodcommunitychurch.org,tom@homewoodcommunitychurch.org,Rev. Tom Franklin,09-26-25,N,N,Y,,,Functional
Evangel,Hope Community Church,256-435-5005,www.hopecommunitypca.com,hopecommunitypca@yahoo.com,Rev. Steve Mayes,09-26-25,N,N,N,,,Functional
Evangel,Household of Faith Church,205-836-5758,www.hfcministries.org,hfcpca96@bellsouth.net,Rev. Larry Cockrell,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Knollwood Presbyterian Church,256-249-2648,www.knollwoodpresbyterianchurch.com,knollwoodpres@mysylacauga.com,Rev. Mark William Jessup,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Lakewood Presbyterian Church,205-884-2631,www.lakewoodpca.net,lkwdpca@gmail.com,Rev. Daniel Leavengood,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Mount Calvary Presbyterian Church,205-681-4101,www.mtcalvarypca.org,ikthos@mac.com,Rev. Phil W. Rich,09-26-25,N,N,N,,,Functional
Evangel,Oak Mountain Church,205-995-9265,ompc.org,info@ompc.org,Rev. Caleb Click,09-26-25,N,N,Y,,,Functional
Evangel,Rainbow Presbyterian Church,256-442-3440,www.rainbowpca.org,rainbow@rainbowpca.org,Rev. Ray Tucker,09-26-25,N,N,Y,,,Functional
Evangel,Red Mountain Church,205-202-5682,www.redmountainchurch.org,ashley@redmountainchurch.org,Rev. Charles Johnson,09-26-25,Y,Y,Y,N,N,Functional
Evangel,Redeemer Presbyterian Church,205-514-0199,www.redeemerpca.org,wayne@redeemerpca.org,Rev. Wayne Shelton,09-26-25,N,N,N,,,Functional
Evangel,Salem Presbyterian Church,-,www.salemchurchpca.org,salemchurchpca@gmail.com,Rev. Michael H. Russell,09-26-25,Y,N,N,N,,Functional
Evangel,Third Presbyterian Church,205-322-1404,www.thirdpca.org,office@thirdpca.org,Rev. Michael Brock,09-26-25,N,N,N,,,Functional
Evangel,Unity Presbyterian Church,256-249-2271,-,-,-,N/A,,,,,,No Website
Evangel,Urban Hope,205-514-3715,www.urbanhopecc.com,info@urbanhopecc.com,Rev. Alton Hardy,09-26-25,Y,Y,N,N,N,Functional
Fellowship,Bethel Presbyterian Church,803-222-7166,www.bethelchurchpca.com,office@bethelchurchpca.com,Rev. Christopher David Donnelly,09-26-25,Y,Y,Y,N,N,Functional
Fellowship,Bullock Creek Presbyterian Church,803-280-4618,www.BullockCreek.org,craigmarshall@aol.com,Rev. Craig G. Marshall,N/A,,,,,,Broken
Fellowship,Christ Ridge Presbyterian Church,803-548-2020,www.christridge.com,-,-,09-26-25,Y,Y,N,N,N,Functional
Fellowship,Filbert Presbyterian Church,803-684-6881,www.filbertpca.org,filbertpca@comporium.net,Dr. David Sasser Hall,09-26-25,N,N,N,,,Functional
Fellowship,Hopewell Presbyterian Church,803-324-1066,hopewellrockhill.org,hopewell@hopewellrockhill.org,Rev. Jason Ryan Anderson,09-26-25,Y,Y,Y,N,N,Functional
Fellowship,Indian Land Presbyterian Church Mission,803-370-9953,-,re4merz@gmail.com,Rev. Michael D. Lee,N/A,,,,,,No Website
Fellowship,McCutchen Memorial Presbyterian Church,864-427-3391,-,-,-,N/A,,,,,,No Website
Fellowship,Olivet Presbyterian Church,803-693-4040,www.olivetpca.org,olivet_pca@bellsouth.net,Rev. John M. McArthur Jr.,09-26-25,Y,Y,Y,N,N,Functional
Fellowship,Redeeming Grace PCA,803-831-7133,www.redeeminggracepca.com,redeeminggracepca@gmail.com,Rev. Henry Hamilton Beaulieu,09-26-25,N,N,N,,,Functional
Fellowship,Salem Presbyterian Church,706-881-0192,www.facebook.com/salempresbyterianchurchgaffney,salempca@zoho.com,Rev. Corey Lanier,09-26-25,N,N,N,,,Functional
Fellowship,Temple Presbyterian Church,478-365-4032,templepca.com,templechurchpca@gmail.com,Rev. W. Gregory Marshall,09-26-25,N,N,N,,,Functional
Fellowship,Trinity Presbyterian Church,803-385-5724,www.trinitychester.org,TrinityPCA@truvista.net,Rev. Richard John Wheeler,N/A,,,,,,Broken
Fellowship,Trinity Presbyterian Church,423-3850809,trinityprespca.org,trinityvwsc@gmail.com,Rev. Chris Sewell,09-26-25,Y,Y,N,N,N,Functional
Fellowship,Westminster Presbyterian Church,803-366-3107,www.wpcgo.com,info@wpcgo.com,Dr. Michael W. Honeycutt,09-26-25,Y,Y,N,N,N,Functional
Fellowship,Zion Presbyterian Church,839-214-3418,www.zionchurchpca.com,-,Rev. Lewis Albert Ward Jr.,09-26-25,N,N,N,,,Functional
Georgia Foothills,Chestnut Mountain Presbyterian Church,770-967-3440,www.cmpca.org,churchoffice@cmpca.org,-,09-27-25,Y,N,Y,N,,Functional
Georgia Foothills,Christ Presbyterian Church,706-968-2867,www.cpcclarkesville.org,cpcoffice@cpcclarkesville.org,Rev. Hobie Wood,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Christ the King,478-361-0507,www.ctkbraselton.org,admin@ctkbraselton.org,Rev. Buck Rogers,09-27-25,Y,N,Y,N,,Functional
Georgia Foothills,Creekstone Church,706-867-1974,www.creekstonechurch.com,creekstonechurch@gmail.com,Rev. Rich S. Good,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Faith Presbyterian Church,706-769-8315,www.faithpcachurch.org,mainoffice@faithpcachurch.org,Dr. Nathan T. Parker,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Good Shepherd Presbyterian Church,706-670-9509,goodshepherdathens.com,info@goodshepherdathens.com,Rev. Morgan Angert,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Grace Community Church,678-699-0586,www.gccb.org,sbull@gccb.org,Rev. Scott Bull,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Grace Presbyterian Church,706-745-3653,gracepcablairsville.org,office.gracepca@gmail.com,Rev. Jon Jacobs,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Haynes Creek Church,770-639-6743,www.haynescreekchurch.org,pastorjeffmorgan@gmail.com,Rev. Jeff Morgan,09-27-25,Y,Y,N,N,N,Functional
Georgia Foothills,New Covenant Presbyterian Church,678-812-4578,newcovenantpca.com,-,Rev. Billy Park,09-27-25,N,N,N,,,Functional
Georgia Foothills,Northside Presbyterian Church,770-867-4220,northsidepresby.org,office@northsidepresby.org,Rev. Tim P. Weldon,09-27-25,Y,Y,N,N,N,Functional
Georgia Foothills,Oconee Fellowship,706-352-9445,oconeefellowship.org,info@oconeefellowship.org,Rev. Clay Werner,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Old Peachtree Presbyterian Church,770-476-7945,www.oldpeachtree.org,office@oldpeachtree.org,Rev. Alan H. Johnson,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Redeemer Presbyterian Church,706-227-3344,www.redeemerathens.com,office@redeemerathens.com,Rev. Todd Lowery,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Reformation Presbyterian Church,404-477-4531,reformationpca.org,admin@reformationpca.org,Rev. Jason Cunningham,09-27-25,N,N,N,,,Functional
Georgia Foothills,Restoration Presbyterian Church,678-804-9127,www.restpres.org,office@restpres.org,Rev. Scott Barber,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Resurrection Presbyterian Church,706-338-9283,respresathens.com/,office@resurrectionathens.com,Rev. Jared Bryant,09-27-25,Y,Y,Y,N,N,Functional
Georgia Foothills,Toccoa Church Plant,-,-,-,-,N/A,,,,,,No Website
Georgia Foothills,Union Athens,706-389-0468,unionathens.com,office@unionathens.com,Rev. Garrett Moore,09-27-25,Y,N,Y,N,,Functional
Georgia Foothills,Westminster Presbyterian Church,770-534-1078,www.wcpca.org,deenab@wcpca.org,Rev. Charlie Joseph Phillips,09-27-25,Y,N,Y,N,,Functional
Grace,Bay Springs Presbyterian Church,-,-,-,-,N/A,,,,,,No Website
Grace,Bay Street Presbyterian Church,601-582-1584,www.baystreetchurch.org,baystreetpca@gmail.com,Rev. Brian H. Davis,09-25-25,N,N,N,,,Functional
Grace,Calvary Presbyterian Church,601-595-7854,www.calvarymize.org/,pastor@calvarymize.org,Rev. Jackson Chang Pei Lin,09-25-25,Y,N,N,N,,Functional
Grace,Collins Presbyterian Church,601-765-1788,collinspca.com,collinspca@mac.com,Rev. John Thomas Shields,09-25-25,Y,N,N,N,,Functional
Grace,Columbia Presbyterian Church,601-736-4728,www.columbiapca.org,info@columbiapca.org,Rev. Hunter Nicholson,09-25-25,N,N,N,,,Functional
Grace,Covenant Presbyterian Church,601-649-3683,-,covenantPCA1@gmail.com,Rev. Vernon Carey Hammett IV,N/A,,,,,,No Website
Grace,Ellisville Presbyterian Church,601-477-3086,-,-,-,N/A,,,,,,No Website
Grace,Faith Presbyterian Church,601-833-0081,www.faithbrookhaven.org,info@faithbrookhaven.org,-,09-25-25,N,N,N,,,Functional
Grace,First Presbyterian Church,228-374-6880,firstpresbiloxi.org,info@firstpresbiloxi.org,Rev. Timothy R. Horn,09-25-25,Y,Y,Y,N,N,Functional
Grace,First Presbyterian Church,228-863-2664,www.fpcgulfport.org,admin@fpcgulfport.org,Dr. Toby B. Holt,09-25-25,N,N,Y,,,Functional
Grace,First Presbyterian Church,601-517-6373,-,revtshields@bellsouth.net,Rev. John Thomas Shields,N/A,,,,,,No Website
Grace,First Presbyterian Church,601-892-2715,www.crystalspringspca.org/,info@crystalspringspca.org,-,09-25-25,N,N,N,,,Functional
Grace,First Presbyterian Church,601-888-3102,-,dnwilkersn@aol.com,-,N/A,,,,,,No Website
Grace,First Presbyterian Church,601-268-0303,www.fpchattiesburg.org,first@fpchattiesburg.org,-,09-25-25,N,N,Y,,,Functional
Grace,First Presbyterian Church,601-798-6189,-,firstprespicayune@gmail.com,-,N/A,,,,,,No Website
Grace,First Presbyterian Church,601-894-1409,www.fpchazlehurst.org,james@fpchazlehurst.com,Rev. James Logan,09-25-25,Y,Y,Y,N,N,Functional
Grace,Geneva Presbyterian Church,601-687-5821,-,margosalone@live.com,-,N/A,,,,,,No Website
Grace,Heidelberg Presbyterian Church,-,-,-,Rev. K. Hugh Acton,N/A,,,,,,No Website
Grace,Hope Presbyterian Church Ocean Springs,-,planthopeos.org,-,Rev. Mark E. Horn,09-25-25,Y,N,N,N,,Functional
Grace,Hopewell Presbyterian Church,601-797-3523,hopewellpca.com,mopc@att.net,-,N/A,,,,,,Broken
Grace,Leakesville Presbyterian Church,-,-,andymcleod1949@gmail.com,-,N/A,,,,,,No Website
Grace,Magee Presbyterian Church,-,-,-,-,N/A,,,,,,No Website
Grace,McDonald Presbyterian Church,-,https://www.sermonaudio.com/source_detail.asp?sourceid=mcdonaldpca,gegunn3@att.net,Rev. Grover E. Gunn III,09-25-25,N,N,N,,,Functional
Grace,Meadville Presbyterian Church,601-384-7631,www.meadvillepresbyterian.org,info@meadvillepresbyterian.org,-,N/A,,,,,,Broken
Grace,Moss Point Presbyterian Church,228-475-2146,-,mosspoint.presbyterian@gmail.com,-,N/A,,,,,,No Website
Grace,Mount Olive Presbyterian Church,601-797-3817,-,mopc148@hughes.net,-,N/A,,,,,,No Website
Grace,New Augusta Presbyterian Church,-,-,-,Rev. Kenneth E. Ribelin,N/A,,,,,,No Website
Grace,New Covenant Presbyterian Church,769-319-0130,www.newcovnatchez.org,newcovnatchez@gmail.com,Rev. John Franklin,09-25-25,Y,N,N,N,N,Functional
Grace,New Covenant Presbyterian Church,601-276-7340,www.newcovenantpres.org,office@newcovenantpres.org,Rev. Brian McCollough,09-25-25,Y,Y,Y,N,N,Functional
Grace,Petal Presbyterian Church,601-582-4772,www.petalpresbyterianchurch.org,-,Rev. Kenneth E. Ribelin,N/A,,,,,,Broken
Grace,Philadelphus Presbyterian Church,-,-,mcraemam@bellsouth.net,-,N/A,,,,,,No Website
Grace,Pine Ridge Presbyterian Church,601-807-0379,-,-,-,N/A,,,,,,No Website
Grace,Prentiss Presbyterian Church,601-792-5879,-,-,Rev. French W. Tripp,N/A,,,,,,No Website
Grace,Sharon Presbyterian Church,601-849-3551,-,-,-,N/A,,,,,,No Website
Grace,Thomson Memorial Presbyterian Church,601-645-6245,www.thomsonmemorial.com,thomsonmemorialp@bellsouth.net,Rev. Eric Alan Greene,09-25-25,N,N,N,,,Functional
Grace,Union Church Presbyterian Church,-,-,-,-,N/A,,,,,,No Website
Grace,Waynesboro Presbyterian Church,601-381-2007,-,pflowers_39367@yahoo.com,-,N/A,,,,,,No Website
Grace,Woodland Presbyterian Church,601-264-2538,woodlandpca.com,liz@woodlandpca.com,-,09-25-25,N,N,N,,,Functional
Great Lakes,Christ Church,616-949-9630,www.christchurchgr.org,office@christchurchgr.org,Rev. Andrew Vander Maas,09-27-25,Y,Y,Y,N,N,Functional
Great Lakes,Christ Church Ann Arbor,734-203-0389,www.christchurcha2.org,churchinfo@christchurcha2.org,Rev. Chad Burrow,09-27-25,Y,Y,Y,N,N,Functional
